"","Ad1","Ad2","Ad3","Ad1 CD3CD28","Ad2 CD3CD28","Ad3 CD3CD28"
"AL356275.2",0,0,0,0,0,0
"AL356275.1",0,0,0,0,1,0
"PLXNA2",152,62,102,142,119,105
"AL606753.2",0,0,0,1,0,0
"RPS26P13",0,0,1,0,0,0
"AC092810.2",0,1,0,0,1,0
"AC092810.1",0,0,0,0,1,1
"ATP5MC2P1",1,0,1,0,0,1
"CAMK1G",0,0,0,0,0,2
"LAMB3",37,123,50,55,199,63
"MIR4260",0,0,0,0,1,0
"HSD11B1-AS1",26,34,23,28,52,24
"G0S2",0,0,0,6,5,25
"HSD11B1",0,0,0,2,1,3
"ADORA2BP1",0,0,0,0,0,2
"TRAF3IP3",31377,22734,25703,15900,20925,16372
"C1orf74",135,85,95,108,139,153
"IRF6",57,31,18,48,26,10
"UTP25",2121,1805,1788,1405,2336,2083
"SYT14",0,0,0,0,0,0
"SERTAD4-AS1",0,0,0,0,0,0
"SERTAD4",0,0,0,0,0,0
"ST13P19",4,5,5,9,10,12
"HHAT",124,66,59,151,161,67
"KCNH1",0,0,0,1,0,0
"AC096636.1",9,8,3,13,6,3
"AL590132.1",0,0,0,0,0,0
"IPO8P1",3,4,2,4,1,12
"AC092017.4",0,1,0,0,0,0
"KCNH1-IT1",0,0,0,0,0,0
"AC092017.2",1,2,2,0,3,1
"AC092017.1",3,2,3,5,4,2
"RCOR3",2537,1865,2064,1571,2409,1456
"TRAF5",5483,4434,4320,3366,4493,2540
"LINC00467",67,43,82,58,73,49
"SNX25P1",10,21,22,6,11,22
"ARPC3P2",0,2,1,0,0,1
"SLC30A1",822,508,592,738,1133,727
"NEK2",5,4,0,157,120,175
"FDPSP8",1,0,0,0,1,1
"AC096637.2",0,0,0,0,0,0
"LPGAT1",1608,893,990,1694,1988,1360
"RN7SL344P",1,0,0,0,0,2
"LPGAT1-AS1",0,0,0,1,0,0
"INTS7",511,425,407,819,1178,1178
"DTL",9,8,14,1426,1501,1906
"RPL21P28",42,25,27,25,13,28
"MIR3122",0,0,0,0,1,0
"AL606468.1",0,0,0,2,0,1
"LINC02608",0,0,0,0,2,0
"PPP2R5A",3115,2273,2554,2607,3130,2352
"AL360091.2",1,3,0,0,0,2
"AL360091.3",1,0,2,1,0,2
"RPL23AP18",9,4,4,7,7,5
"SNORA16B",2,3,5,4,4,5
"AL360091.1",2,4,8,1,3,3
"TMEM206",575,482,388,318,600,443
"NENF",373,323,412,383,402,535
"AC092803.2",41,30,39,31,44,40
"ATF3",2,2,1,190,226,371
"FAM71A",0,0,0,0,1,0
"AL590648.3",0,0,0,0,0,0
"BATF3",7,12,6,427,594,944
"NSL1",1261,952,972,975,1370,1071
"TATDN3",338,227,326,253,301,372
"AC104333.3",6,1,1,1,5,2
"SPATA45",0,2,2,5,4,3
"FLVCR1-DT",45,120,81,27,103,79
"AC104333.2",0,1,1,1,4,3
"FLVCR1",639,437,534,476,749,552
"VASH2",0,3,0,4,3,3
"ANGEL2",2514,1722,2066,1694,2385,1819
"RPS6KC1",786,537,664,499,674,558
"AL592402.1",0,0,0,0,0,1
"PROX1-AS1",0,0,0,0,0,0
"PROX1",0,0,0,0,0,0
"SMYD2",2057,1604,1537,926,1520,1074
"AL929236.1",0,0,0,0,0,0
"PTPN14",0,3,0,2,4,5
"AL445305.1",9,4,10,9,10,3
"CENPF",256,156,193,898,737,883
"ABHD17AP3",2,1,0,0,1,0
"GAPDHP24",0,0,0,1,0,0
"KCTD3",74,38,72,48,41,71
"USH2A",0,0,0,0,0,0
"RF00108",2,3,0,0,0,1
"ESRRG",0,0,1,0,0,0
"GPATCH2",311,216,282,289,399,330
"SPATA17",0,0,3,0,0,3
"UBBP2",0,0,1,0,0,0
"RRP15",835,639,699,786,1246,1184
"AC096638.1",2,2,0,1,1,1
"TGFB2",2,2,0,0,1,0
"LYPLAL1-DT",7,6,9,1,3,3
"LYPLAL1",494,356,409,381,484,387
"RIMKLBP2",0,0,0,0,0,1
"AC096642.1",75,77,63,38,58,39
"ZC3H11B",10,3,6,12,13,6
"EPRS",5680,4182,4580,5590,6737,7822
"BPNT1",619,510,426,650,891,743
"IARS2",3436,2501,2546,2688,3423,3339
"RPS15AP12",52,29,37,23,25,41
"RAB3GAP2",2339,1728,1756,1757,2390,1831
"SNORA36B",0,0,0,0,0,1
"MORF4L1P1",166,145,132,158,208,178
"AURKAP1",7,5,3,5,7,6
"XRCC6P3",0,0,0,0,0,1
"AL451081.2",1,3,0,1,2,2
"MARK1",0,0,0,0,0,0
"HDAC1P2",0,0,1,0,0,0
"C1orf115",12,7,21,10,9,18
"MARC2",0,0,0,0,0,2
"MARC1",0,0,2,0,1,0
"AL445423.1",0,0,0,0,0,0
"HLX-AS1",0,0,0,0,0,0
"HLX",1,0,3,0,0,3
"DUSP10",121,61,90,767,788,859
"QRSL1P2",0,0,0,0,0,0
"AL513314.2",5,10,2,11,6,6
"AL592148.2",0,0,0,0,0,0
"HHIPL2",17,11,14,17,15,15
"TAF1A",342,245,231,279,419,392
"TAF1A-AS1",42,23,48,23,16,25
"MIA3",5477,3990,4551,3944,5709,3959
"AL592148.1",0,0,0,0,0,1
"AL592148.3",166,120,134,94,184,80
"AIDA",766,493,494,557,813,590
"BROX",1359,906,1080,1106,1467,1149
"FAM177B",2,3,1,3,6,3
"AL392172.1",81,64,75,47,74,100
"AC093152.1",0,3,0,0,0,0
"DISP1",197,144,172,161,199,164
"NDUFB1P2",0,0,0,1,0,0
"TLR5",47,34,32,257,290,79
"AL359979.2",0,0,0,3,4,1
"SUSD4",39,56,14,39,54,7
"CAPN8",3,0,2,1,0,1
"SNRPEP10",0,0,0,0,0,0
"CAPN2",6315,4301,3945,3858,4857,2854
"TP53BP2",1515,1146,1143,1604,2175,1825
"PHBP11",0,0,1,0,0,0
"ACTBP11",1,3,1,2,1,3
"GTF2IP20",509,429,505,349,444,391
"RNU6-1319P",0,0,0,0,0,0
"AC138393.1",204,216,221,131,230,134
"AC138393.3",4,2,5,4,4,5
"AC138393.2",0,1,4,0,5,3
"FBXO28",1748,1166,1401,1131,1809,1180
"AC092809.3",3,3,0,6,6,9
"DEGS1",1864,1365,1438,1468,1885,1510
"AC092809.4",3,5,12,1,5,8
"NVL",1459,1151,1265,975,1337,1353
"MIR320B2",1,1,7,1,0,2
"CNIH4",1312,1014,875,770,939,833
"WDR26",8918,5861,6632,5870,7684,5436
"MIR4742",1,0,0,0,0,0
"CNIH3",26,19,20,35,37,35
"AKR1B1P1",0,0,0,0,1,0
"AC096537.1",0,0,0,0,0,0
"AL391811.1",0,0,0,0,0,0
"DNAH14",3,1,0,2,10,10
"LBR",6551,4541,5149,4757,6357,4463
"AC092811.1",4,5,7,3,2,9
"AC092811.2",0,2,0,3,0,0
"ENAH",4,1,1,3,1,4
"AC099066.2",0,0,0,0,0,0
"AC099066.1",1,0,2,0,0,2
"SRP9",2972,1872,2509,2361,4058,2678
"AC099066.3",1,0,1,0,1,0
"EPHX1",149,152,130,64,85,80
"AL591895.1",1108,904,974,582,880,551
"TMEM63A",15206,14240,11430,8225,14920,8419
"LEFTY1",2,4,4,7,9,2
"PYCR2",3620,2998,3059,2648,3621,3979
"LEFTY2",7,7,5,1,7,5
"SDE2",750,701,633,835,1218,912
"AL512343.2",17,9,15,16,24,10
"H3F3A",708,538,497,423,656,494
"LINC01703",7,2,6,2,1,1
"AL512343.1",2,0,0,0,0,2
"ACBD3",977,783,813,786,1247,758
"ACBD3-AS1",1,0,0,0,0,0
"MIXL1",0,0,0,0,3,1
"LIN9",321,236,290,293,362,346
"AL359742.1",1,0,0,1,0,0
"PARP1",6301,5217,4899,6981,9008,8864
"AL359704.1",2,1,2,3,3,5
"RN7SKP165",0,0,0,0,0,0
"CDKN2AIPNLP1",0,1,0,0,0,0
"STUM",1,1,0,3,0,1
"ITPKB",9578,8858,9507,6637,10194,7311
"ITPKB-IT1",4,6,8,2,10,5
"ITPKB-AS1",0,0,0,1,0,0
"PSEN2",103,64,76,289,306,327
"COQ8A",3779,3029,3184,1827,2582,2379
"CDC42BPA",63,10,42,45,35,53
"AL353689.2",0,0,1,0,0,0
"AL627308.2",1,0,0,0,0,0
"LINC01641",0,0,0,1,0,0
"BTF3P9",0,1,0,1,2,1
"ZNF678",354,252,186,290,446,265
"AL592310.1",1,0,1,0,1,0
"SNAP47",914,702,581,579,813,706
"JMJD4",762,559,549,600,775,855
"SNAP47-AS1",1,0,0,0,0,0
"WNT9A",6,6,1,2,1,0
"WNT3A",0,0,0,0,0,0
"AL136379.1",5,8,8,12,15,7
"ARF1",7870,6219,6324,7195,9406,9902
"C1orf35",737,552,674,550,661,796
"MRPL55",965,780,872,695,958,1000
"FAM96AP2",9,19,2,11,29,4
"AL359510.2",22,20,28,16,24,11
"AL359510.1",0,0,0,0,0,0
"GUK1",4598,3332,3256,4445,5517,5518
"GJC2",49,30,18,15,17,19
"IBA57-DT",9,14,4,9,11,10
"IBA57",637,559,440,381,530,490
"OBSCN-AS1",117,100,62,43,77,45
"OBSCN",8041,8048,7946,3086,5554,4171
"AL353593.2",67,42,86,40,52,38
"AL353593.1",33,21,22,20,26,21
"AL670729.3",4,3,0,2,2,1
"TRIM11",1970,1519,1453,1223,1686,1584
"AL670729.1",17,18,24,16,24,11
"TRIM17",80,51,31,48,58,33
"RPL23AP15",0,0,0,0,0,0
"HIST3H2A",129,118,87,116,144,74
"HIST3H2BB",38,24,43,21,27,23
"MIR4666A",2,0,1,1,1,0
"HIST3H2BA",1,1,0,2,1,2
"AL139288.1",7,2,1,1,6,1
"RNF187",2373,2058,1875,2036,2528,2141
"RNA5SP19",0,0,0,0,0,0
"RNA5S9",1,0,0,0,0,0
"DUSP5P1",1,1,0,2,0,0
"FTH1P2",1,2,1,2,1,1
"RHOU",330,121,46,86,67,57
"AL137793.1",0,0,0,0,0,0
"AL162595.2",0,0,0,0,0,0
"TMEM78",0,0,0,0,0,0
"AL162595.1",10,1,6,2,7,5
"RAB4A",831,633,620,584,752,574
"AL117350.1",6,12,7,2,11,4
"CCSAP",1001,743,874,666,972,614
"AL160004.2",0,0,0,0,0,0
"ACTA1",6,5,0,2,3,1
"NUP133",2457,1966,2104,2135,2819,2544
"AL121990.1",1,0,0,0,0,0
"ABCB10",998,620,707,931,1202,1003
"RNU4-21P",1,0,1,3,1,0
"TAF5L",1101,809,765,833,1099,1112
"URB2",670,625,542,864,1272,1463
"HMGB1P26",0,0,0,0,0,1
"GALNT2",1520,1072,1226,1311,1585,1633
"AL136988.2",0,0,0,0,0,0
"AL136988.1",1,0,0,0,0,0
"PGBD5",1,0,0,0,1,3
"AL158214.1",0,1,0,0,0,0
"COG2",2175,1704,1725,1592,2154,1907
"AGT",0,0,0,0,0,0
"AL512328.1",0,0,1,0,0,0
"CAPN9",2,1,0,0,0,0
"C1orf198",305,301,286,234,344,314
"AL118511.1",0,0,1,0,0,0
"TTC13",2726,2013,2095,1566,2099,1438
"ARV1",433,345,483,455,567,630
"FAM89A",260,201,226,206,292,296
"AL732414.1",0,0,4,0,3,2
"AL109810.1",0,0,0,1,0,1
"C1orf131",765,593,617,628,891,881
"GNPAT",2281,1648,1770,2046,2523,2370
"EXOC8",1589,1049,1234,1125,1698,1067
"SPRTN",458,311,327,323,461,319
"EGLN1",2139,1355,1699,1160,1687,1070
"AL445524.1",38,23,17,24,46,55
"TSNAX-DISC1",0,0,0,0,1,0
"TSNAX",936,592,762,618,1021,662
"DISC1",217,385,292,137,400,199
"RF02102",0,0,0,0,0,0
"DISC1-IT1",1,4,0,0,0,1
"SIPA1L2",24,58,27,20,54,37
"MAP10",96,80,75,70,132,89
"AL122003.1",0,0,1,0,0,0
"NTPCR",685,649,575,496,1099,674
"PCNX2",2136,1507,1734,1266,1387,1213
"RPS7P3",30,14,11,12,18,10
"MAP3K21",74,22,60,69,42,58
"KCNK1",0,0,0,0,0,1
"AL663058.1",0,0,0,1,1,0
"SLC35F3",21,0,0,37,10,23
"AL122008.3",0,0,0,0,0,0
"AL122008.2",0,0,0,0,0,0
"MIR4671",0,0,0,0,0,0
"AL355472.1",22,27,24,19,21,29
"AL355472.2",24,23,33,19,18,16
"AL355472.3",24,17,32,11,14,14
"COA6-AS1",96,39,53,39,30,40
"COA6",419,198,282,445,542,554
"TARBP1",2649,2316,2600,2200,2696,2451
"RF00096",1,0,0,0,0,0
"IRF2BP2",7789,5247,6478,5848,7165,5784
"AL160408.2",0,2,0,2,0,0
"LINC00184",3,1,2,1,1,1
"AL160408.5",0,0,0,0,0,0
"AL160408.3",0,0,0,1,0,0
"LINC01132",0,1,0,28,29,44
"AL360294.1",0,0,1,4,2,1
"AL391832.2",0,0,0,6,2,8
"AL391832.3",0,0,0,3,0,2
"LINC01348",0,0,0,0,0,2
"AL732292.1",0,0,1,0,0,0
"AL732292.2",3,10,0,2,6,5
"TOMM20",4059,3005,3398,2742,3864,3532
"SNORA14B",2,6,0,5,3,4
"RBM34",109,58,92,73,83,93
"ARID4B",4215,2832,3150,3035,4163,2761
"MIR4753",2,1,1,0,1,0
"GGPS1",1044,755,818,615,903,663
"TBCE",788,617,649,634,765,667
"AL391994.1",4,9,6,10,9,2
"AL357556.1",1,0,2,1,0,1
"AL357556.4",1,0,3,0,1,2
"RPS21P1",0,0,2,0,0,0
"B3GALNT2",507,480,514,366,596,482
"GNG4",0,0,0,18,16,32
"LYST",3445,1627,2814,6735,5601,4164
"LDHAP2",1,2,2,2,2,7
"MIR1537",0,0,1,0,0,0
"AL139161.2",0,0,0,0,0,0
"AL139161.1",0,0,0,0,0,2
"NID1",1,0,2,3,2,4
"AL122018.1",0,0,0,2,1,1
"AL122018.2",0,0,0,1,0,0
"GPR137B",453,306,333,528,468,352
"ERO1B",977,816,907,555,1211,667
"RNU2-70P",0,0,1,0,0,0
"AL450309.1",0,0,0,0,0,0
"EDARADD",94,47,43,130,93,103
"LGALS8",7316,5391,5213,4201,5936,3734
"LGALS8-AS1",2,4,8,3,3,3
"AL359921.2",124,89,98,48,61,63
"AL359921.1",29,16,36,15,15,16
"HEATR1",2774,2250,2301,2889,4156,4135
"ACTN2",0,4,0,1,2,1
"MTR",5280,4483,4368,3573,4878,3352
"RPSAP21",1,5,0,0,0,0
"RPL35P1",60,50,71,52,57,69
"RYR2",0,0,1,2,1,0
"MIR4428",0,0,0,0,0,0
"AL590396.2",0,0,0,0,0,0
"MTRNR2L11",0,0,0,0,0,1
"AL590135.1",2,1,1,2,1,1
"CHRM3",17,7,13,4,1,10
"CHRM3-AS2",2066,1412,3643,976,1362,1605
"RPS7P5",0,0,0,0,0,0
"AL359918.1",1,2,4,6,6,7
"GREM2",7,4,4,4,11,0
"AL358176.4",1,1,0,0,0,0
"AL358176.3",0,0,1,0,0,0
"THAP12P8",0,2,0,0,0,1
"RGS7",0,0,0,0,0,0
"HNRNPA1P42",0,0,0,0,0,0
"AL590682.1",3,3,1,5,5,5
"FH",827,636,697,1359,1692,2278
"KMO",2,0,2,2,2,0
"OPN3",767,568,624,467,661,588
"CHML",844,721,794,697,1392,919
"WDR64",9,7,6,6,12,3
"AL365366.1",0,1,1,1,2,5
"EXO1",10,9,6,781,894,1764
"RPL23AP20",0,0,0,1,0,4
"BECN2",0,0,0,0,1,0
"CFL1P4",0,0,0,1,0,0
"AL591686.1",0,0,0,1,0,0
"RPL10AP5",0,0,1,0,1,0
"AL603825.1",0,1,1,0,0,1
"LINC01347",8,7,6,6,5,5
"CEP170",122,88,92,90,135,102
"SDCCAG8",263,220,270,218,332,296
"AKT3",217,171,167,223,246,183
"AL662889.1",0,0,0,0,0,0
"ZBTB18",5063,4489,4668,2015,3816,2416
"AL590483.3",0,0,0,2,2,0
"AL645465.1",0,0,1,1,2,0
"TGIF2P1",4,7,0,6,10,1
"ADSS",2639,1977,2155,2485,3333,2998
"CATSPERE",88,67,64,35,46,42
"DESI2",1402,918,1045,1278,1756,1369
"AL451007.1",0,0,1,0,0,1
"AL451007.2",1,0,0,2,2,0
"COX20",1910,1511,1621,1046,1643,1163
"HNRNPU",27475,21831,24469,24388,36015,30916
"BX323046.1",1,0,2,0,1,0
"AL356512.1",17,13,12,8,15,14
"EFCAB2",175,96,88,152,87,66
"RNU6-1089P",0,0,0,0,1,0
"RNU6-999P",0,0,0,0,0,0
"AL589763.1",0,0,0,0,0,0
"KIF26B",0,0,0,0,1,0
"AC104462.2",0,0,1,0,0,0
"AC104462.1",0,0,0,1,0,0
"SMYD3",279,230,257,279,370,326
"AC118555.1",0,0,0,0,0,0
"RNU6-1283P",0,0,0,1,0,1
"SMYD3-IT1",4,0,0,2,10,1
"AL356583.1",0,0,0,0,0,1
"LINC01743",1,1,0,0,3,2
"AL356583.2",1,0,0,1,1,1
"TFB2M",567,409,426,531,726,802
"CNST",4520,3595,3634,1939,3067,2285
"AL591623.1",9,13,3,6,17,5
"AL591848.3",83,61,67,44,46,50
"AL591848.2",0,0,0,0,1,1
"SCCPDH",576,396,353,967,1104,1073
"KIF28P",0,0,1,0,0,0
"AL591848.4",25,26,20,20,34,12
"LINC01341",33,51,39,29,50,36
"AHCTF1",2778,2036,2205,1881,2653,2255
"ZNF670-ZNF695",0,0,0,0,1,0
"ZNF695",0,0,0,8,6,3
"ZNF670",139,68,98,133,159,126
"AL627095.1",0,0,0,0,0,0
"ZNF669",438,284,333,301,447,307
"C1orf229",2,0,0,0,0,0
"ZNF124",358,316,270,243,367,251
"AL390728.3",4,4,7,0,2,6
"AL390728.2",3,8,4,1,14,2
"AL390728.6",586,416,527,351,589,435
"AL390728.4",6228,3740,4320,4190,5637,3388
"RNA5SP82",28,33,20,33,24,9
"AL390728.5",1,0,0,0,1,0
"AL390728.1",2,0,0,7,1,5
"VN1R17P",0,0,0,0,0,0
"ZNF496",5170,5303,3616,2501,3915,2306
"AC104335.1",0,0,0,0,0,0
"NLRP3",102,42,35,38,23,49
"OR2B11",0,0,1,0,1,0
"OR2W5",0,0,0,0,0,0
"GCSAML",5,2,15,7,5,8
"OR2C3",0,2,1,0,1,0
"OR14L1P",1,0,0,0,0,0
"AL390860.1",0,0,0,0,0,1
"OR3D1P",0,0,0,0,0,0
"OR9H1P",0,0,0,0,0,0
"OR14A16",0,0,0,0,0,0
"OR6R1P",0,0,0,0,0,0
"TRIM58",20,22,18,10,29,20
"OR2W3",0,1,2,2,1,0
"OR2T8",0,1,0,0,0,0
"CLK3P2",0,0,0,0,1,0
"OR2L8",1,0,0,0,0,0
"OR2AK2",1,0,0,0,0,0
"OR2L9P",0,0,0,0,0,0
"OR2L1P",2,2,0,1,0,0
"OR2L6P",3,2,0,1,0,0
"OR2L5",3,4,0,3,1,0
"OR2L2",3,3,2,3,3,0
"OR2L3",1,3,0,1,2,0
"OR2T32P",0,1,0,0,0,0
"OR2L13",1,0,0,7,3,0
"OR2M3",0,0,0,0,0,0
"OR2M4",0,0,0,0,0,0
"AC098483.1",0,0,0,0,1,0
"OR2T10",0,0,0,0,0,0
"CR589904.2",0,0,0,0,1,0
"LYPD9P",1,0,1,0,0,0
"LYPD8",0,0,0,0,0,0
"DPY19L4P1",0,0,0,0,0,0
"SH3BP5L",1652,1503,1553,1109,1558,1413
"MIR3124",2,1,1,1,0,1
"ZNF672",1299,954,1085,1316,1577,1809
"ZNF692",2269,1780,1940,1165,1771,1775
"AL672291.1",0,0,0,0,0,1
"PGBD2",1361,956,974,658,997,718
"RPL23AP25",1,2,4,5,0,1
"FAM110C",25,5,12,14,9,3
"SH3YL1",2680,2206,2631,1546,2422,1681
"ACP1",3053,2216,2556,2641,3460,3526
"ALKAL2",7,1,1,1,1,0
"AC079779.2",9,10,1,6,7,2
"LINC01865",2,1,1,1,2,1
"AC105393.1",19,12,11,7,2,4
"AC093326.1",0,0,0,0,0,1
"TMEM18",1709,1370,1416,1267,1689,1402
"AC092159.2",1,5,0,2,1,4
"AC092159.4",2,0,0,0,0,0
"LINC01115",0,0,0,0,0,1
"SNTG2-AS1",31,26,31,36,50,23
"SNTG2",21,34,14,11,32,34
"AC114808.2",0,0,0,0,0,1
"AC144450.1",1,0,0,0,1,0
"PXDN",50,1,6,56,1,13
"MYT1L",18,0,2,8,0,2
"AC093390.2",1,0,1,1,1,1
"LINC01250",4,0,5,6,2,2
"AC019118.2",2,6,2,2,4,2
"EIPR1",808,562,604,815,898,1002
"EIPR1-IT1",2,1,0,3,4,3
"TRAPPC12",934,735,792,694,863,837
"ADI1",434,312,439,373,448,486
"AC231981.1",35,44,49,17,16,21
"AC108488.1",112,95,95,71,122,96
"AC108488.2",0,0,0,0,0,0
"RNASEH1",1693,1304,1558,1397,1990,1727
"RNASEH1-AS1",171,144,145,153,198,298
"RPS7",15650,12437,12755,11017,12512,15036
"COLEC11",15,0,0,15,0,2
"TMSB4XP2",7,7,2,2,12,6
"ALLC",0,0,0,0,0,0
"NPM1P48",0,0,0,2,0,0
"LINC01249",0,0,1,0,0,0
"AC108025.1",0,0,0,0,0,0
"SOX11",0,0,0,0,0,0
"SILC1",0,0,1,0,0,0
"PIK3CDP1",17,0,21,7,0,20
"LINC00487",14,15,12,30,72,32
"NRIR",32,34,20,57,87,27
"CMPK2",165,128,133,254,450,345
"RSAD2",172,138,161,314,634,555
"AC017076.1",6,5,4,16,31,20
"RNF144A-AS1",47,33,32,133,224,195
"RNF144A",1807,1395,1989,2291,3659,3462
"AC010904.2",6,6,10,20,18,15
"AC013460.1",20,10,13,79,46,73
"RNU6ATAC37P",0,0,0,1,0,0
"AC092580.2",0,0,0,12,8,8
"LINC01871",574,321,188,1712,1044,1014
"LINC00298",0,0,0,6,3,4
"LINC00299",28,11,11,72,41,15
"AC092617.1",0,0,0,1,0,0
"LINC01814",0,1,2,2,3,0
"AC011747.1",0,0,0,0,0,0
"SNRPEP5",0,0,0,1,2,2
"ID2-AS1",6,3,3,7,7,3
"ID2",2291,1265,1198,4166,4876,3597
"KIDINS220",4113,3057,3017,2789,3650,2753
"MBOAT2",58,39,27,137,115,88
"HMGB1P25",0,0,0,0,0,0
"RPL30P3",0,0,0,0,0,0
"ASAP2",2,0,1,4,4,5
"EIF1P7",3,0,0,0,2,0
"ITGB1BP1",1424,1049,1096,1240,1436,1706
"CPSF3",1095,1085,858,1467,2180,2001
"IAH1",835,613,629,824,974,981
"ADAM17",1539,1129,1160,1161,1594,1227
"AC080162.1",25,18,17,7,9,11
"AC073195.1",18,7,13,9,9,12
"YWHAQ",5847,3679,3485,6916,8882,7033
"AC082651.3",0,0,0,0,0,0
"TAF1B",524,381,344,558,727,546
"AC010969.2",289,176,180,162,215,178
"GRHL1",7,7,3,10,5,16
"AC104794.2",39,44,95,84,114,133
"KLF11",242,234,261,288,578,390
"AC104794.4",0,0,0,0,0,1
"CYS1",0,0,0,13,11,3
"RRM2",7,12,1,6417,6653,9787
"AC007240.1",7,4,7,5,3,10
"HPCAL1",2696,2467,2439,1570,2357,2203
"ODC1",1142,833,1551,4056,5429,10917
"SNORA80B",1,2,0,4,4,0
"ODC1-DT",64,69,85,61,86,88
"NOL10",835,578,639,927,1251,1555
"AC007314.1",0,0,0,0,1,0
"RN7SL832P",14,5,10,9,6,7
"ATP6V1C2",0,0,1,0,5,1
"AC092687.3",3,4,3,3,5,7
"PDIA6",3054,2289,2104,4757,5771,5436
"LINC01954",0,0,0,0,0,0
"KCNF1",0,0,0,0,0,0
"AC062028.2",4,4,0,5,3,2
"AC062028.1",2,4,1,1,2,2
"C2orf50",9,6,6,2,5,9
"PQLC3",956,595,710,856,960,692
"ROCK2",1147,899,924,796,1244,894
"AC018463.1",0,1,2,1,2,3
"PPIAP60",0,0,0,0,0,0
"LINC00570",0,0,0,0,0,0
"E2F6",425,297,318,358,474,356
"GREB1",24,7,20,16,19,31
"RN7SL674P",1,2,2,4,3,0
"LPIN1",4940,2751,2575,3715,4303,2765
"AC106875.1",0,0,0,0,0,0
"AC012456.2",1,1,0,0,0,0
"MIR548S",0,0,0,0,0,0
"MIR3681HG",0,1,0,0,0,0
"RF00093",0,0,0,0,0,0
"AC009486.1",4,4,1,1,1,1
"TRIB2",7907,8648,5316,2265,5362,1895
"MIR3125",4,4,5,1,9,0
"AC064875.1",0,0,0,0,0,0
"NBAS",1667,1420,1546,1457,1944,1759
"AC008278.2",0,2,2,0,0,0
"DDX1",2881,2085,2242,2502,3766,3919
"AC008278.1",1,1,0,0,2,1
"LINC01804",0,0,0,0,0,0
"AC113608.1",1,0,0,1,1,0
"MYCNOS",0,0,0,0,0,0
"MYCN",10,2,11,1,1,8
"AC130710.1",0,0,0,2,0,0
"AC010745.2",0,0,0,0,0,0
"AC010745.5",0,0,0,0,0,0
"AC104623.2",2,0,0,0,0,0
"FAM49A",347,142,175,256,147,116
"PSMC1P10",1,0,0,0,0,0
"SMC6",1613,1212,1391,1596,2164,1711
"GEN1",420,247,304,874,978,750
"MSGN1",0,0,0,0,0,0
"KCNS3",0,0,0,1,0,0
"AC079148.1",32,22,17,10,14,14
"RDH14",799,522,626,586,877,645
"AC106053.1",2,1,0,0,0,1
"LINC01376",14,4,5,9,9,17
"OSR1",0,0,0,1,0,0
"CISD1P1",0,0,0,0,0,0
"LINC00954",947,885,1213,702,1013,1108
"TTC32",459,315,858,379,583,796
"AC013400.1",2,0,4,3,2,3
"WDR35",641,434,491,492,636,501
"AC079145.1",2,0,1,0,1,1
"MATN3",0,0,0,0,1,0
"LAPTM4A",2149,1650,1660,1355,1685,1381
"AC098828.2",0,0,0,0,0,0
"AC098828.1",0,0,0,0,0,0
"SDC1",1,0,1,1,1,1
"AC007041.1",4,8,3,5,6,7
"RNU7-113P",0,2,1,0,1,2
"PUM2",9634,6884,7590,6282,9543,6802
"RHOB",185,134,268,111,178,201
"AC012065.5",24,12,14,23,37,38
"HS1BP3",589,518,491,409,532,501
"AC012065.3",2,1,9,3,1,3
"HS1BP3-IT1",4,3,8,1,5,1
"AC012065.2",2,3,9,4,9,2
"GDF7",1,1,0,0,1,0
"AC012065.4",34,13,25,19,19,23
"LDAH",593,351,400,754,738,761
"TDRD15",0,0,0,1,0,1
"AC018742.1",0,0,1,0,0,0
"KLHL29",91,67,84,143,186,206
"AC009242.1",17,15,28,6,14,16
"ATAD2B",1597,1100,1237,1251,1796,1121
"PGAM1P6",3,5,0,4,3,0
"UBXN2A",814,573,552,648,983,625
"SDHCP3",1,2,0,1,1,0
"MFSD2B",5,8,8,9,10,29
"WDCP",737,596,585,617,890,737
"FKBP1B",19,8,10,8,6,6
"SF3B6",1375,1046,1094,1415,1677,2129
"FAM228B",208,185,236,154,201,142
"TP53I3",5,3,8,20,16,28
"PFN4",4,3,4,4,4,6
"AC008073.3",2,1,0,0,0,1
"AC008073.2",0,0,0,0,0,0
"FAM228A",0,1,4,3,0,3
"AC008073.1",4,6,6,6,8,2
"ITSN2",6408,4968,5113,4832,7362,4649
"AC009228.1",0,1,1,0,2,0
"RF00602",0,0,0,0,1,0
"HMGN2P20",1,0,0,0,0,0
"RPL36AP13",3,1,0,2,2,1
"NCOA1",3198,2471,2681,3338,3730,2919
"RNU6-936P",0,0,0,0,1,0
"PTRHD1",292,195,228,272,329,367
"CENPO",238,240,167,703,830,1063
"ADCY3",494,376,234,756,1095,1364
"AC012073.1",31,42,22,43,62,74
"DNAJC27",608,496,592,437,590,367
"AC013267.1",1,1,0,0,3,1
"RF00016",0,0,0,0,0,0
"DNAJC27-AS1",29,26,35,21,44,33
"EFR3B",1,4,3,1,6,4
"SUCLA2P3",0,0,0,2,0,0
"POMC",171,159,117,130,204,163
"DNMT3A",5186,4650,4266,4207,6336,5116
"MIR1301",2,0,4,0,1,2
"AC012074.1",74,53,58,35,37,23
"DTNB",498,433,477,393,482,420
"AC104699.1",0,0,0,1,0,0
